LAMMPS data file via write_data, version 2 Aug 2023, timestep = 0, units = lj

1000 atoms
1 atom types

0.0 1.2599210739135742 xlo xhi
0.0 1.2599210739135742 ylo yhi
0.0 1.2599210739135742 zlo zhi

Masses

1 1.

Atoms # sph
#atom-id atom-type rho esph cv entropy x y z ix iy iz
38 1 0.0 0.0 1.0 -8.692297706147656e-05 0.6576315760612488 0.7862929105758667 1.1730302572250366 0 0 0
39 1 0.0 0.0 1.0 -0.00017454574117437005 1.1357223987579346 0.28327158093452454 0.9639384746551514 0 0 0
40 1 0.0 0.0 1.0 -0.0001720945001579821 0.8494553565979004 0.6305761337280273 0.8972041606903076 0 0 0
41 1 0.0 0.0 1.0 -0.00017576375103089958 0.5756280422210693 0.9065292477607727 1.0713117122650146 0 0 0
42 1 0.0 0.0 1.0 -0.00017403336823917925 0.0033087057527154684 0.17289170622825623 0.4129216969013214 0 0 0
43 1 0.0 0.0 1.0 -0.00017403819947503507 0.32959654927253723 0.9165160655975342 0.09077669680118561 0 0 0
44 1 0.0 0.0 1.0 -8.640294981887564e-05 1.1794551610946655 0.7641500234603882 0.693723738193512 0 0 0
45 1 0.0 0.0 1.0 -0.00017398421186953783 0.10510902106761932 0.15797114372253418 0.3674108386039734 0 0 0
46 1 0.0 0.0 1.0 -0.00017477550136391073 0.2007620632648468 0.13930194079875946 0.31452855467796326 0 0 0
47 1 0.0 0.0 1.0 -8.694993448443711e-05 0.9125611186027527 0.39614927768707275 0.6582091450691223 0 0 0
48 1 0.0 0.0 1.0 -8.704434731043875e-05 0.4146924614906311 1.113092064857483 0.4297899603843689 0 0 0
49 1 0.0 0.0 1.0 -0.0001738550781738013 0.3524143397808075 0.1389828622341156 1.2512946128845215 0 0 0
50 1 0.0 0.0 1.0 -8.802928641671315e-05 1.1656181812286377 0.032592009752988815 0.9681515693664551 0 0 0
51 1 0.0 0.0 1.0 -0.00017520625260658562 1.103144645690918 0.8133916854858398 0.5303348302841187 0 0 0
52 1 0.0 0.0 1.0 -8.727119711693376e-05 0.6557534337043762 0.7188485264778137 0.30402183532714844 0 0 0
53 1 0.0 0.0 1.0 -0.00017601251602172852 0.7153551578521729 0.8071981072425842 1.0085151195526123 0 0 0
